,video_id,time_stamp,speech_present
228,-2X03mO3T_U,37.68,False
229,-2X03mO3T_U,38.64,False
330,-4RWqM0UCCY,0.0,False
331,-4RWqM0UCCY,0.96,False
332,-4RWqM0UCCY,1.92,False
333,-4RWqM0UCCY,2.88,False
334,-4RWqM0UCCY,3.84,False
335,-4RWqM0UCCY,4.8,False
336,-4RWqM0UCCY,5.76,False
337,-4RWqM0UCCY,6.72,False
338,-4RWqM0UCCY,7.68,False
339,-4RWqM0UCCY,8.64,False
350,-4xJv59_zcA,30.0,False
351,-4xJv59_zcA,30.96,False
352,-4xJv59_zcA,31.92,False
353,-4xJv59_zcA,32.88,False
354,-4xJv59_zcA,33.84,False
355,-4xJv59_zcA,34.8,False
356,-4xJv59_zcA,35.76,False
357,-4xJv59_zcA,36.72,False
358,-4xJv59_zcA,37.68,False
359,-4xJv59_zcA,38.64,False
370,-5GhUbDLYkQ,16.0,False
371,-5GhUbDLYkQ,16.96,False
372,-5GhUbDLYkQ,17.92,False
373,-5GhUbDLYkQ,18.88,False
374,-5GhUbDLYkQ,19.84,False
375,-5GhUbDLYkQ,20.8,False
376,-5GhUbDLYkQ,21.76,False
377,-5GhUbDLYkQ,22.72,False
378,-5GhUbDLYkQ,23.68,False
379,-5GhUbDLYkQ,24.64,False
380,-5Kk-m7BmiE,21.0,False
381,-5Kk-m7BmiE,21.96,False
382,-5Kk-m7BmiE,22.92,False
383,-5Kk-m7BmiE,23.88,False
384,-5Kk-m7BmiE,24.84,False
385,-5Kk-m7BmiE,25.8,False
386,-5Kk-m7BmiE,26.76,False
387,-5Kk-m7BmiE,27.72,False
388,-5Kk-m7BmiE,28.68,False
389,-5Kk-m7BmiE,29.64,False
400,-5S70zOSw30,30.0,False
401,-5S70zOSw30,30.96,False
402,-5S70zOSw30,31.92,False
403,-5S70zOSw30,32.88,False
404,-5S70zOSw30,33.84,False
405,-5S70zOSw30,34.8,False
406,-5S70zOSw30,35.76,False
407,-5S70zOSw30,36.72,False
408,-5S70zOSw30,37.68,False
409,-5S70zOSw30,38.64,False
490,-60XojQWWoc,30.0,False
491,-60XojQWWoc,30.96,False
492,-60XojQWWoc,31.92,False
493,-60XojQWWoc,32.88,False
494,-60XojQWWoc,33.84,False
495,-60XojQWWoc,34.8,False
496,-60XojQWWoc,35.76,False
497,-60XojQWWoc,36.72,False
498,-60XojQWWoc,37.68,False
499,-60XojQWWoc,38.64,False
510,-6RN8skIHU4,20.0,False
511,-6RN8skIHU4,20.96,False
512,-6RN8skIHU4,21.92,False
513,-6RN8skIHU4,22.88,False
514,-6RN8skIHU4,23.84,False
515,-6RN8skIHU4,24.8,False
516,-6RN8skIHU4,25.76,False
517,-6RN8skIHU4,26.72,False
518,-6RN8skIHU4,27.68,False
519,-6RN8skIHU4,28.64,False
540,-693sNKI3iM,30.0,False
541,-693sNKI3iM,30.96,False
542,-693sNKI3iM,31.92,False
543,-693sNKI3iM,32.88,False
544,-693sNKI3iM,33.84,False
545,-693sNKI3iM,34.8,False
546,-693sNKI3iM,35.76,False
547,-693sNKI3iM,36.72,False
548,-693sNKI3iM,37.68,False
549,-693sNKI3iM,38.64,False
570,-7ye24UFRng,0.0,False
571,-7ye24UFRng,0.96,False
572,-7ye24UFRng,1.92,False
573,-7ye24UFRng,2.88,False
574,-7ye24UFRng,3.84,False
575,-7ye24UFRng,4.8,False
576,-7ye24UFRng,5.76,False
577,-7ye24UFRng,6.72,False
578,-7ye24UFRng,7.68,False
579,-7ye24UFRng,8.64,False
630,-70wVF5u-gg,30.0,False
631,-70wVF5u-gg,30.96,False
632,-70wVF5u-gg,31.92,False
633,-70wVF5u-gg,32.88,False
634,-70wVF5u-gg,33.84,False
635,-70wVF5u-gg,34.8,False
636,-70wVF5u-gg,35.76,False
637,-70wVF5u-gg,36.72,False
638,-70wVF5u-gg,37.68,False
639,-70wVF5u-gg,38.64,False
640,-76P3VHPuus,10.0,False
641,-76P3VHPuus,10.96,False
642,-76P3VHPuus,11.92,False
643,-76P3VHPuus,12.88,False
644,-76P3VHPuus,13.84,False
645,-76P3VHPuus,14.8,False
646,-76P3VHPuus,15.76,False
647,-76P3VHPuus,16.72,False
648,-76P3VHPuus,17.68,False
649,-76P3VHPuus,18.64,False
660,-8n2NqDFRko,30.0,False
661,-8n2NqDFRko,30.96,False
662,-8n2NqDFRko,31.92,False
663,-8n2NqDFRko,32.88,False
664,-8n2NqDFRko,33.84,False
665,-8n2NqDFRko,34.8,False
666,-8n2NqDFRko,35.76,False
667,-8n2NqDFRko,36.72,False
668,-8n2NqDFRko,37.68,False
669,-8n2NqDFRko,38.64,False
670,-8Ezw9946g8,100.0,False
671,-8Ezw9946g8,100.96,False
672,-8Ezw9946g8,101.92,False
673,-8Ezw9946g8,102.88,False
674,-8Ezw9946g8,103.84,False
675,-8Ezw9946g8,104.8,False
676,-8Ezw9946g8,105.76,False
677,-8Ezw9946g8,106.72,False
678,-8Ezw9946g8,107.68,False
679,-8Ezw9946g8,108.64,False
700,-8S_tLKfeJg,200.0,False
701,-8S_tLKfeJg,200.96,False
702,-8S_tLKfeJg,201.92,False
703,-8S_tLKfeJg,202.88,False
704,-8S_tLKfeJg,203.84,False
705,-8S_tLKfeJg,204.8,False
706,-8S_tLKfeJg,205.76,False
707,-8S_tLKfeJg,206.72,False
708,-8S_tLKfeJg,207.68,False
709,-8S_tLKfeJg,208.64,False
720,-8CrCItCO24,30.0,False
721,-8CrCItCO24,30.96,False
722,-8CrCItCO24,31.92,False
723,-8CrCItCO24,32.88,False
724,-8CrCItCO24,33.84,False
725,-8CrCItCO24,34.8,False
726,-8CrCItCO24,35.76,False
727,-8CrCItCO24,36.72,False
728,-8CrCItCO24,37.68,False
729,-8CrCItCO24,38.64,False
730,-8_HpHg6nCw,30.0,False
731,-8_HpHg6nCw,30.96,False
732,-8_HpHg6nCw,31.92,False
733,-8_HpHg6nCw,32.88,False
734,-8_HpHg6nCw,33.84,False
735,-8_HpHg6nCw,34.8,False
736,-8_HpHg6nCw,35.76,False
737,-8_HpHg6nCw,36.72,False
738,-8_HpHg6nCw,37.68,False
739,-8_HpHg6nCw,38.64,False
750,-9ek6eO0RtI,260.0,False
751,-9ek6eO0RtI,260.96,False
752,-9ek6eO0RtI,261.92,False
753,-9ek6eO0RtI,262.88,False
754,-9ek6eO0RtI,263.84,False
755,-9ek6eO0RtI,264.8,False
756,-9ek6eO0RtI,265.76,False
757,-9ek6eO0RtI,266.72,False
758,-9ek6eO0RtI,267.68,False
759,-9ek6eO0RtI,268.64,False
760,-9Nl3LZBCOo,200.0,False
761,-9Nl3LZBCOo,200.96,False
762,-9Nl3LZBCOo,201.92,False
763,-9Nl3LZBCOo,202.88,False
764,-9Nl3LZBCOo,203.84,False
765,-9Nl3LZBCOo,204.8,False
766,-9Nl3LZBCOo,205.76,False
767,-9Nl3LZBCOo,206.72,False
768,-9Nl3LZBCOo,207.68,False
769,-9Nl3LZBCOo,208.64,False
780,-92cYmTgIjM,190.0,False
781,-92cYmTgIjM,190.96,False
782,-92cYmTgIjM,191.92,False
783,-92cYmTgIjM,192.88,False
784,-92cYmTgIjM,193.84,False
785,-92cYmTgIjM,194.8,False
786,-92cYmTgIjM,195.76,False
787,-92cYmTgIjM,196.72,False
788,-92cYmTgIjM,197.68,False
789,-92cYmTgIjM,198.64,False
810,-9ME9qMgkeY,270.0,False
811,-9ME9qMgkeY,270.96,False
812,-9ME9qMgkeY,271.92,False
813,-9ME9qMgkeY,272.88,False
814,-9ME9qMgkeY,273.84,False
815,-9ME9qMgkeY,274.8,False
816,-9ME9qMgkeY,275.76,False
817,-9ME9qMgkeY,276.72,False
818,-9ME9qMgkeY,277.68,False
819,-9ME9qMgkeY,278.64,False
830,-AIrHVeCgtM,30.0,False
831,-AIrHVeCgtM,30.96,False
832,-AIrHVeCgtM,31.92,False
833,-AIrHVeCgtM,32.88,False
834,-AIrHVeCgtM,33.84,False
835,-AIrHVeCgtM,34.8,False
836,-AIrHVeCgtM,35.76,False
837,-AIrHVeCgtM,36.72,False
838,-AIrHVeCgtM,37.68,False
839,-AIrHVeCgtM,38.64,False
920,-BxQ9nkrId4,30.0,False
921,-BxQ9nkrId4,30.96,False
922,-BxQ9nkrId4,31.92,False
923,-BxQ9nkrId4,32.88,False
924,-BxQ9nkrId4,33.84,False
925,-BxQ9nkrId4,34.8,False
926,-BxQ9nkrId4,35.76,False
927,-BxQ9nkrId4,36.72,False
928,-BxQ9nkrId4,37.68,False
929,-BxQ9nkrId4,38.64,False
940,-By_0iIghuE,30.0,False
941,-By_0iIghuE,30.96,False
942,-By_0iIghuE,31.92,False
943,-By_0iIghuE,32.88,False
944,-By_0iIghuE,33.84,False
945,-By_0iIghuE,34.8,False
946,-By_0iIghuE,35.76,False
947,-By_0iIghuE,36.72,False
948,-By_0iIghuE,37.68,False
949,-By_0iIghuE,38.64,False
960,-cWrzrfVdMQ,250.0,False
961,-cWrzrfVdMQ,250.96,False
962,-cWrzrfVdMQ,251.92,False
963,-cWrzrfVdMQ,252.88,False
964,-cWrzrfVdMQ,253.84,False
965,-cWrzrfVdMQ,254.8,False
966,-cWrzrfVdMQ,255.76,False
967,-cWrzrfVdMQ,256.72,False
968,-cWrzrfVdMQ,257.68,False
969,-cWrzrfVdMQ,258.64,False
1000,-cVFtuOI5uo,23.0,False
1001,-cVFtuOI5uo,23.96,False
1002,-cVFtuOI5uo,24.92,False
1003,-cVFtuOI5uo,25.88,False
1004,-cVFtuOI5uo,26.84,False
1005,-cVFtuOI5uo,27.8,False
1006,-cVFtuOI5uo,28.76,False
1007,-cVFtuOI5uo,29.72,False
1008,-cVFtuOI5uo,30.68,False
1009,-cVFtuOI5uo,31.64,False
1010,-cUFMQCB2dA,270.0,False
1011,-cUFMQCB2dA,270.96,False
1012,-cUFMQCB2dA,271.92,False
1013,-cUFMQCB2dA,272.88,False
1014,-cUFMQCB2dA,273.84,False
1015,-cUFMQCB2dA,274.8,False
1016,-cUFMQCB2dA,275.76,False
1017,-cUFMQCB2dA,276.72,False
1018,-cUFMQCB2dA,277.68,False
1019,-cUFMQCB2dA,278.64,False
1040,-dfDSA5oB60,220.0,False
1041,-dfDSA5oB60,220.96,False
1042,-dfDSA5oB60,221.92,False
1043,-dfDSA5oB60,222.88,False
1044,-dfDSA5oB60,223.84,False
1045,-dfDSA5oB60,224.8,False
1046,-dfDSA5oB60,225.76,False
1047,-dfDSA5oB60,226.72,False
1048,-dfDSA5oB60,227.68,False
1049,-dfDSA5oB60,228.64,False
1090,-EDGR1davAc,40.0,False
1091,-EDGR1davAc,40.96,False
1092,-EDGR1davAc,41.92,False
1093,-EDGR1davAc,42.88,False
1094,-EDGR1davAc,43.84,False
1095,-EDGR1davAc,44.8,False
1096,-EDGR1davAc,45.76,False
1097,-EDGR1davAc,46.72,False
1098,-EDGR1davAc,47.68,False
1099,-EDGR1davAc,48.64,False
1100,-EFS2mihxs0,240.0,False
1101,-EFS2mihxs0,240.96,False
1102,-EFS2mihxs0,241.92,False
1103,-EFS2mihxs0,242.88,False
1104,-EFS2mihxs0,243.84,False
1105,-EFS2mihxs0,244.8,False
1106,-EFS2mihxs0,245.76,False
1107,-EFS2mihxs0,246.72,False
1108,-EFS2mihxs0,247.68,False
1109,-EFS2mihxs0,248.64,False
1130,-E013cWxoMo,10.0,False
1131,-E013cWxoMo,10.96,False
1132,-E013cWxoMo,11.92,False
1133,-E013cWxoMo,12.88,False
1134,-E013cWxoMo,13.84,False
1135,-E013cWxoMo,14.8,False
1136,-E013cWxoMo,15.76,False
1137,-E013cWxoMo,16.72,False
1138,-E013cWxoMo,17.68,False
1139,-E013cWxoMo,18.64,False
1140,-En5nC5Tka4,30.0,False
1141,-En5nC5Tka4,30.96,False
1142,-En5nC5Tka4,31.92,False
1143,-En5nC5Tka4,32.88,False
1144,-En5nC5Tka4,33.84,False
1145,-En5nC5Tka4,34.8,False
1146,-En5nC5Tka4,35.76,False
1147,-En5nC5Tka4,36.72,False
1148,-En5nC5Tka4,37.68,False
1149,-En5nC5Tka4,38.64,False
1180,-FYyJ2sAWk4,200.0,False
1181,-FYyJ2sAWk4,200.96,False
1182,-FYyJ2sAWk4,201.92,False
1183,-FYyJ2sAWk4,202.88,False
1184,-FYyJ2sAWk4,203.84,False
1185,-FYyJ2sAWk4,204.8,False
1186,-FYyJ2sAWk4,205.76,False
1187,-FYyJ2sAWk4,206.72,False
1188,-FYyJ2sAWk4,207.68,False
1189,-FYyJ2sAWk4,208.64,False
1208,-FT5MbWPCzg,540.0,False
1209,-FT5MbWPCzg,540.96,False
1210,-FT5MbWPCzg,541.92,False
1211,-FT5MbWPCzg,542.88,False
1212,-FT5MbWPCzg,543.84,False
1213,-FT5MbWPCzg,544.8,False
1214,-FT5MbWPCzg,545.76,False
1215,-FT5MbWPCzg,546.72,False
1216,-FT5MbWPCzg,547.68,False
1217,-FT5MbWPCzg,548.64,False
1218,-F8ZP9sXcKM,5.0,False
1219,-F8ZP9sXcKM,5.96,False
1220,-F8ZP9sXcKM,6.92,False
1221,-F8ZP9sXcKM,7.88,False
1222,-F8ZP9sXcKM,8.84,False
1223,-F8ZP9sXcKM,9.8,False
1224,-F8ZP9sXcKM,10.76,False
1225,-F8ZP9sXcKM,11.72,False
1226,-F8ZP9sXcKM,12.68,False
1227,-F8ZP9sXcKM,13.64,False
1278,-GREE8GdRrc,30.0,False
1279,-GREE8GdRrc,30.96,False
1280,-GREE8GdRrc,31.92,False
1281,-GREE8GdRrc,32.88,False
1282,-GREE8GdRrc,33.84,False
1283,-GREE8GdRrc,34.8,False
1284,-GREE8GdRrc,35.76,False
1285,-GREE8GdRrc,36.72,False
1286,-GREE8GdRrc,37.68,False
1287,-GREE8GdRrc,38.64,False
1298,-GlZ819IHfE,30.0,False
1299,-GlZ819IHfE,30.96,False
1300,-GlZ819IHfE,31.92,False
1301,-GlZ819IHfE,32.88,False
1302,-GlZ819IHfE,33.84,False
1303,-GlZ819IHfE,34.8,False
1304,-GlZ819IHfE,35.76,False
1305,-GlZ819IHfE,36.72,False
1306,-GlZ819IHfE,37.68,False
1307,-GlZ819IHfE,38.64,False
1348,-hMwszM13PI,130.0,False
1349,-hMwszM13PI,130.96,False
1350,-hMwszM13PI,131.92,False
1351,-hMwszM13PI,132.88,False
1352,-hMwszM13PI,133.84,False
1353,-hMwszM13PI,134.8,False
1354,-hMwszM13PI,135.76,False
1355,-hMwszM13PI,136.72,False
1356,-hMwszM13PI,137.68,False
1357,-hMwszM13PI,138.64,False
1368,-hsT6SyyhsM,18.0,False
1369,-hsT6SyyhsM,18.96,False
1370,-hsT6SyyhsM,19.92,False
1371,-hsT6SyyhsM,20.88,False
1372,-hsT6SyyhsM,21.84,False
1373,-hsT6SyyhsM,22.8,False
1374,-hsT6SyyhsM,23.76,False
1375,-hsT6SyyhsM,24.72,False
1376,-hsT6SyyhsM,25.68,False
1377,-hsT6SyyhsM,26.64,False
1378,-ihTfc5Kx8s,17.0,False
1379,-ihTfc5Kx8s,17.96,False
1380,-ihTfc5Kx8s,18.92,False
1381,-ihTfc5Kx8s,19.88,False
1382,-ihTfc5Kx8s,20.84,False
1383,-ihTfc5Kx8s,21.8,False
1384,-ihTfc5Kx8s,22.76,False
1385,-ihTfc5Kx8s,23.72,False
1386,-ihTfc5Kx8s,24.68,False
1387,-ihTfc5Kx8s,25.64,False
1398,-iuUYyMOrjU,30.0,False
1399,-iuUYyMOrjU,30.96,False
1400,-iuUYyMOrjU,31.92,False
1401,-iuUYyMOrjU,32.88,False
1402,-iuUYyMOrjU,33.84,False
1403,-iuUYyMOrjU,34.8,False
1404,-iuUYyMOrjU,35.76,False
1405,-iuUYyMOrjU,36.72,False
1406,-iuUYyMOrjU,37.68,False
1407,-iuUYyMOrjU,38.64,False
1478,-KengzYsTkk,60.0,False
1479,-KengzYsTkk,60.96,False
1480,-KengzYsTkk,61.92,False
1481,-KengzYsTkk,62.88,False
1482,-KengzYsTkk,63.84,False
1483,-KengzYsTkk,64.8,False
1484,-KengzYsTkk,65.76,False
1485,-KengzYsTkk,66.72,False
1486,-KengzYsTkk,67.68,False
1487,-KengzYsTkk,68.64,False
1488,-KiAK66YwW8,150.0,False
1489,-KiAK66YwW8,150.96,False
1490,-KiAK66YwW8,151.92,False
1491,-KiAK66YwW8,152.88,False
1492,-KiAK66YwW8,153.84,False
1493,-KiAK66YwW8,154.8,False
1494,-KiAK66YwW8,155.76,False
1495,-KiAK66YwW8,156.72,False
1496,-KiAK66YwW8,157.68,False
1497,-KiAK66YwW8,158.64,False
1498,-K-k1pxeRtQ,30.0,False
1499,-K-k1pxeRtQ,30.96,False
1500,-K-k1pxeRtQ,31.92,False
1501,-K-k1pxeRtQ,32.88,False
1502,-K-k1pxeRtQ,33.84,False
1503,-K-k1pxeRtQ,34.8,False
1504,-K-k1pxeRtQ,35.76,False
1505,-K-k1pxeRtQ,36.72,False
1506,-K-k1pxeRtQ,37.68,False
1507,-K-k1pxeRtQ,38.64,False
1518,-KaRoM5LnHc,30.0,False
1519,-KaRoM5LnHc,30.96,False
1520,-KaRoM5LnHc,31.92,False
1521,-KaRoM5LnHc,32.88,False
1522,-KaRoM5LnHc,33.84,False
1523,-KaRoM5LnHc,34.8,False
1524,-KaRoM5LnHc,35.76,False
1525,-KaRoM5LnHc,36.72,False
1526,-KaRoM5LnHc,37.68,False
1527,-KaRoM5LnHc,38.64,False
1548,-lUCohWH9xg,29.0,False
1549,-lUCohWH9xg,29.96,False
1550,-lUCohWH9xg,30.92,False
1551,-lUCohWH9xg,31.88,False
1552,-lUCohWH9xg,32.84,False
1553,-lUCohWH9xg,33.8,False
1554,-lUCohWH9xg,34.76,False
1555,-lUCohWH9xg,35.72,False
1556,-lUCohWH9xg,36.68,False
1557,-lUCohWH9xg,37.64,False
1558,-lK6DOYxQ6s,30.0,False
1559,-lK6DOYxQ6s,30.96,False
1560,-lK6DOYxQ6s,31.92,False
1561,-lK6DOYxQ6s,32.88,False
1562,-lK6DOYxQ6s,33.84,False
1563,-lK6DOYxQ6s,34.8,False
1564,-lK6DOYxQ6s,35.76,False
1565,-lK6DOYxQ6s,36.72,False
1566,-lK6DOYxQ6s,37.68,False
1567,-lK6DOYxQ6s,38.64,False
1568,-lw0uLmWjlE,240.0,False
1569,-lw0uLmWjlE,240.96,False
1570,-lw0uLmWjlE,241.92,False
1571,-lw0uLmWjlE,242.88,False
1572,-lw0uLmWjlE,243.84,False
1573,-lw0uLmWjlE,244.8,False
1574,-lw0uLmWjlE,245.76,False
1575,-lw0uLmWjlE,246.72,False
1576,-lw0uLmWjlE,247.68,False
1577,-lw0uLmWjlE,248.64,False
1578,-lBsO-dj_A4,50.0,False
1579,-lBsO-dj_A4,50.96,False
1580,-lBsO-dj_A4,51.92,False
1581,-lBsO-dj_A4,52.88,False
1582,-lBsO-dj_A4,53.84,False
1583,-lBsO-dj_A4,54.8,False
1584,-lBsO-dj_A4,55.76,False
1585,-lBsO-dj_A4,56.72,False
1586,-lBsO-dj_A4,57.68,False
1587,-lBsO-dj_A4,58.64,False
1598,-lpK9Knsvz4,170.0,False
1599,-lpK9Knsvz4,170.96,False
1600,-lpK9Knsvz4,171.92,False
1601,-lpK9Knsvz4,172.88,False
1602,-lpK9Knsvz4,173.84,False
1603,-lpK9Knsvz4,174.8,False
1604,-lpK9Knsvz4,175.76,False
1605,-lpK9Knsvz4,176.72,False
1606,-lpK9Knsvz4,177.68,False
1607,-lpK9Knsvz4,178.64,False
1608,-Mu1AWT_x54,320.0,False
1609,-Mu1AWT_x54,320.96,False
1610,-Mu1AWT_x54,321.92,False
1611,-Mu1AWT_x54,322.88,False
1612,-Mu1AWT_x54,323.84,False
1613,-Mu1AWT_x54,324.8,False
1614,-Mu1AWT_x54,325.76,False
1615,-Mu1AWT_x54,326.72,False
1616,-Mu1AWT_x54,327.68,False
1617,-Mu1AWT_x54,328.64,False
1618,-M_5w6KKfgQ,0.0,False
1619,-M_5w6KKfgQ,0.96,False
1620,-M_5w6KKfgQ,1.92,False
1621,-M_5w6KKfgQ,2.88,False
1622,-M_5w6KKfgQ,3.84,False
1623,-M_5w6KKfgQ,4.8,False
1624,-M_5w6KKfgQ,5.76,False
1625,-M_5w6KKfgQ,6.72,False
1626,-M_5w6KKfgQ,7.68,False
1627,-M_5w6KKfgQ,8.64,False
1648,-MfaG0whPJc,130.0,False
1649,-MfaG0whPJc,130.96,False
1650,-MfaG0whPJc,131.92,False
1651,-MfaG0whPJc,132.88,False
1652,-MfaG0whPJc,133.84,False
1653,-MfaG0whPJc,134.8,False
1654,-MfaG0whPJc,135.76,False
1655,-MfaG0whPJc,136.72,False
1656,-MfaG0whPJc,137.68,False
1657,-MfaG0whPJc,138.64,False
1763,-ockHs8mYQo,12.0,False
1764,-ockHs8mYQo,12.96,False
1765,-ockHs8mYQo,13.92,False
1766,-ockHs8mYQo,14.88,False
1767,-ockHs8mYQo,15.84,False
1768,-ockHs8mYQo,16.8,False
1769,-ockHs8mYQo,17.759999999999994,False
1770,-ockHs8mYQo,18.72,False
1771,-ockHs8mYQo,19.68,False
1772,-ockHs8mYQo,20.64,False
1773,-oxF9jhY94s,1.0,False
1774,-oxF9jhY94s,1.96,False
1775,-oxF9jhY94s,2.92,False
1776,-oxF9jhY94s,3.88,False
1777,-oxF9jhY94s,4.84,False
1778,-oxF9jhY94s,5.8,False
1779,-oxF9jhY94s,6.76,False
1780,-oxF9jhY94s,7.72,False
1781,-oxF9jhY94s,8.68,False
1782,-oxF9jhY94s,9.64,False
1853,-orugG3hBr4,0.0,False
1854,-orugG3hBr4,0.96,False
1855,-orugG3hBr4,1.92,False
1856,-orugG3hBr4,2.88,False
1857,-orugG3hBr4,3.84,False
1858,-orugG3hBr4,4.8,False
1859,-orugG3hBr4,5.76,False
1860,-orugG3hBr4,6.72,False
1861,-orugG3hBr4,7.68,False
1862,-orugG3hBr4,8.64,False
1863,-pzwalZ0ub0,5.0,False
1864,-pzwalZ0ub0,5.96,False
1865,-pzwalZ0ub0,6.92,False
1866,-pzwalZ0ub0,7.88,False
1867,-pzwalZ0ub0,8.84,False
1868,-pzwalZ0ub0,9.8,False
1869,-pzwalZ0ub0,10.76,False
1870,-pzwalZ0ub0,11.72,False
1871,-pzwalZ0ub0,12.68,False
1872,-pzwalZ0ub0,13.64,False
1893,-pBquWuzRwE,30.0,False
1894,-pBquWuzRwE,30.96,False
1895,-pBquWuzRwE,31.92,False
1896,-pBquWuzRwE,32.88,False
1897,-pBquWuzRwE,33.84,False
1898,-pBquWuzRwE,34.8,False
1899,-pBquWuzRwE,35.76,False
1900,-pBquWuzRwE,36.72,False
1901,-pBquWuzRwE,37.68,False
1902,-pBquWuzRwE,38.64,False
1923,-p1M8lMslEg,20.0,False
1924,-p1M8lMslEg,20.96,False
1925,-p1M8lMslEg,21.92,False
1926,-p1M8lMslEg,22.88,False
1927,-p1M8lMslEg,23.84,False
1928,-p1M8lMslEg,24.8,False
1929,-p1M8lMslEg,25.76,False
1930,-p1M8lMslEg,26.72,False
1931,-p1M8lMslEg,27.68,False
1932,-p1M8lMslEg,28.64,False
1933,-QcXMPUNMeM,0.0,False
1934,-QcXMPUNMeM,0.96,False
1935,-QcXMPUNMeM,1.92,False
1936,-QcXMPUNMeM,2.88,False
1937,-QcXMPUNMeM,3.84,False
1938,-QcXMPUNMeM,4.8,False
1939,-QcXMPUNMeM,5.76,False
1940,-QcXMPUNMeM,6.72,False
1941,-QcXMPUNMeM,7.68,False
1942,-QcXMPUNMeM,8.64,False
1963,-QivqOnaPIc,100.0,False
1964,-QivqOnaPIc,100.96,False
1965,-QivqOnaPIc,101.92,False
1966,-QivqOnaPIc,102.88,False
1967,-QivqOnaPIc,103.84,False
1968,-QivqOnaPIc,104.8,False
1969,-QivqOnaPIc,105.76,False
1970,-QivqOnaPIc,106.72,False
1971,-QivqOnaPIc,107.68,False
1972,-QivqOnaPIc,108.64,False
1973,-QE9dqhf_D8,170.0,False
1974,-QE9dqhf_D8,170.96,False
1975,-QE9dqhf_D8,171.92,False
1976,-QE9dqhf_D8,172.88,False
1977,-QE9dqhf_D8,173.84,False
1978,-QE9dqhf_D8,174.8,False
1979,-QE9dqhf_D8,175.76,False
1980,-QE9dqhf_D8,176.72,False
1981,-QE9dqhf_D8,177.68,False
1982,-QE9dqhf_D8,178.64,False
1983,-Q9WotFs1MI,30.0,False
1984,-Q9WotFs1MI,30.96,False
1985,-Q9WotFs1MI,31.92,False
1986,-Q9WotFs1MI,32.88,False
1987,-Q9WotFs1MI,33.84,False
1988,-Q9WotFs1MI,34.8,False
1989,-Q9WotFs1MI,35.76,False
1990,-Q9WotFs1MI,36.72,False
1991,-Q9WotFs1MI,37.68,False
1992,-Q9WotFs1MI,38.64,False
2003,-RRi3QktLdc,500.0,False
2004,-RRi3QktLdc,500.96,False
2005,-RRi3QktLdc,501.92,False
2006,-RRi3QktLdc,502.88,False
2007,-RRi3QktLdc,503.84,False
2008,-RRi3QktLdc,504.8,False
2009,-RRi3QktLdc,505.76,False
2010,-RRi3QktLdc,506.72,False
2011,-RRi3QktLdc,507.68,False
2012,-RRi3QktLdc,508.64,False
