,segment_id,start_time_seconds,end_time_seconds,label
5735,0l70KR79oOI,0.293,1.4069999999999998,/m/02y_763
5736,0l70KR79oOI,1.482,1.618,/t/dd00099
5737,0l70KR79oOI,1.768,1.949,/t/dd00099
5738,0l70KR79oOI,2.032,2.378,/m/05zppz
5739,0l70KR79oOI,2.7239999999999998,3.025,/m/07p6fty
5740,0l70KR79oOI,3.017,3.266,/m/05zppz
5741,0l70KR79oOI,3.4010000000000002,3.8,/m/0lyf6
5742,0l70KR79oOI,3.875,6.072,/m/05zppz
5743,0l70KR79oOI,6.17,6.3660000000000005,/m/0lyf6
5744,0l70KR79oOI,6.471,6.78,/m/07p6fty
5745,0l70KR79oOI,6.847,8.254,/m/05zppz
5746,0l70KR79oOI,8.48,8.804,/t/dd00099
5747,0l70KR79oOI,9.872,9.932,/m/07qjznt
5748,0l70KR79oOI,9.902000000000001,10.0,/m/05zppz
5763,04gv6MSFimA,0.0,10.0,/m/07pl1bw
5764,04gv6MSFimA,2.716,2.904,/m/083vt
5765,04gv6MSFimA,3.1,3.2880000000000003,/m/083vt
5766,04gv6MSFimA,4.191,5.072,/m/083vt
5767,04gv6MSFimA,5.417999999999999,5.561,/m/083vt
5768,04gv6MSFimA,6.035,6.403,/m/083vt
5988,ZU-zJHTAUt8,0.0,4.372,/m/01rd7k
5989,ZU-zJHTAUt8,0.0,10.0,/m/093_4n
5990,ZU-zJHTAUt8,1.385,1.43,/m/07qjznt
5991,ZU-zJHTAUt8,1.723,1.776,/m/07qjznt
5992,ZU-zJHTAUt8,2.0469999999999997,2.099,/m/07qjznt
5993,ZU-zJHTAUt8,2.7539999999999996,2.8139999999999996,/m/07qjznt
5994,ZU-zJHTAUt8,3.491,3.5439999999999996,/m/07qjznt
5995,ZU-zJHTAUt8,4.507,4.56,/m/07qjznt
5996,ZU-zJHTAUt8,4.605,5.47,/m/05tny_
5997,ZU-zJHTAUt8,4.635,10.0,/m/01rd7k
5998,ZU-zJHTAUt8,9.714,9.782,/m/07qjznt
6591,2Gk0hUFw68M,8.213,8.323,/m/020bb7
6592,2Gk0hUFw68M,8.992,10.0,/m/05zppz
6593,2Gk0hUFw68M,4.457,10.0,/m/093_4n
6594,2Gk0hUFw68M,6.906000000000001,7.331,/m/0dl83
6595,2Gk0hUFw68M,8.354,8.976,/m/0lyf6
6596,2Gk0hUFw68M,8.039,8.157,/t/dd00099
6597,2Gk0hUFw68M,0.0,4.63,/t/dd00142
6798,jl5qC38vVWU,0.057,10.0,/t/dd00077
6799,jl5qC38vVWU,0.154,0.366,/m/07pqn27
6800,jl5qC38vVWU,0.674,0.9179999999999999,/m/07pqn27
6801,jl5qC38vVWU,1.162,1.357,/m/07qcpgn
6802,jl5qC38vVWU,1.47,1.8119999999999998,/m/07pqn27
6803,jl5qC38vVWU,2.1719999999999997,2.275,/m/07pqn27
6804,jl5qC38vVWU,2.509,2.7769999999999997,/m/07qcpgn
6805,jl5qC38vVWU,3.022,3.282,/m/07pqn27
6806,jl5qC38vVWU,3.404,3.6310000000000002,/m/07pqn27
6807,jl5qC38vVWU,3.932,4.119,/m/07qcpgn
6808,jl5qC38vVWU,4.234,4.667,/m/07pqn27
6809,jl5qC38vVWU,4.947,5.11,/m/07pqn27
6810,jl5qC38vVWU,5.24,5.394,/m/07pqn27
6811,jl5qC38vVWU,5.459,5.742999999999999,/m/07qcpgn
6812,jl5qC38vVWU,5.906000000000001,6.044,/m/07pqn27
6813,jl5qC38vVWU,6.166,6.499,/m/07pqn27
6814,jl5qC38vVWU,6.702000000000001,6.921,/m/07qcpgn
6815,jl5qC38vVWU,7.149,7.335,/m/07pqn27
6816,jl5qC38vVWU,7.579,7.7989999999999995,/m/07pqn27
6817,jl5qC38vVWU,8.197000000000001,8.359,/m/07pqn27
6818,jl5qC38vVWU,8.392000000000001,8.798,/m/0dgw9r
6819,jl5qC38vVWU,8.416,8.587,/m/07qcpgn
6820,jl5qC38vVWU,8.7,8.911,/m/07pqn27
6821,jl5qC38vVWU,9.066,9.285,/m/07pqn27
6822,jl5qC38vVWU,9.456,9.683,/m/07qcpgn
6823,jl5qC38vVWU,9.552999999999999,10.0,/m/0dgw9r
6824,jl5qC38vVWU,9.789,10.0,/m/07pqn27
7069,T6Nnh13dAok,0.0,0.54,/m/05zppz
7070,T6Nnh13dAok,0.0,10.0,/m/093_4n
7071,T6Nnh13dAok,0.581,1.103,/m/0lyf6
7072,T6Nnh13dAok,1.138,1.797,/m/05zppz
7073,T6Nnh13dAok,2.333,4.01,/m/05zppz
7074,T6Nnh13dAok,4.024,4.437,/m/0lyf6
7075,T6Nnh13dAok,4.375,5.557,/m/05zppz
7076,T6Nnh13dAok,5.5360000000000005,6.065,/m/0lyf6
7077,T6Nnh13dAok,6.093,6.89,/m/05zppz
7078,T6Nnh13dAok,7.1579999999999995,9.103,/m/05zppz
7079,T6Nnh13dAok,9.076,9.529,/m/0lyf6
7080,T6Nnh13dAok,9.536,10.0,/m/05zppz
7333,b0-A6z7d3JI,0.0,10.0,/m/03wvsk
7550,MqDA0h-8IvE,0.0,0.585,/m/05zppz
7551,MqDA0h-8IvE,0.0,10.0,/t/dd00077
7552,MqDA0h-8IvE,0.975,1.135,/t/dd00099
7553,MqDA0h-8IvE,1.9609999999999999,3.83,/m/05zppz
7554,MqDA0h-8IvE,3.005,3.2,/t/dd00099
7555,MqDA0h-8IvE,3.9560000000000004,4.61,/m/05zppz
7556,MqDA0h-8IvE,4.3580000000000005,8.349,/m/07pjwq1
7557,MqDA0h-8IvE,5.332999999999999,6.077999999999999,/m/05zppz
7558,MqDA0h-8IvE,6.846,7.477,/m/05zppz
7559,MqDA0h-8IvE,8.337,9.106,/m/05zppz
7560,MqDA0h-8IvE,9.748,10.0,/m/05zppz
8054,tS4R6BdMYxs,0.126,0.449,/m/093_4n
8055,tS4R6BdMYxs,0.63,2.0,/m/01w250
8056,tS4R6BdMYxs,0.638,10.0,/m/093_4n
8057,tS4R6BdMYxs,2.063,2.181,/m/07qc9xj
8058,tS4R6BdMYxs,2.213,3.3310000000000004,/m/04fgwm
8059,tS4R6BdMYxs,3.157,3.307,/m/07qc9xj
8060,tS4R6BdMYxs,4.3389999999999995,7.402,/m/05zppz
8061,tS4R6BdMYxs,7.354,7.654,/m/0lyf6
8062,tS4R6BdMYxs,7.685,8.937000000000001,/m/05zppz
8063,tS4R6BdMYxs,9.197000000000001,9.339,/m/07qc9xj
8064,tS4R6BdMYxs,9.402000000000001,10.0,/m/05zppz
8196,hSj_3aSS2rQ,3.283,3.512,/m/01b_21
8197,hSj_3aSS2rQ,9.693,9.835,/m/01lsmm
8198,hSj_3aSS2rQ,3.7319999999999998,3.85,/m/07qc9xj
8199,hSj_3aSS2rQ,0.535,0.732,/m/07qjznt
8200,hSj_3aSS2rQ,0.0,10.0,/t/dd00077
8201,hSj_3aSS2rQ,8.047,8.339,/t/dd00099
8281,66IWgU9AAis,8.017000000000001,8.927999999999999,/m/02zsn
8282,66IWgU9AAis,0.0,9.152000000000001,/m/04rlf
8283,66IWgU9AAis,7.121,9.152000000000001,/m/07r67yg
8284,66IWgU9AAis,4.048,7.439,/t/dd00004
8411,OrwximvUjTU,0.0,2.239,/m/0dv5r
8412,OrwximvUjTU,0.0,7.406000000000001,/m/07qfr4h
8413,OrwximvUjTU,2.434,3.174,/m/0dv5r
8414,OrwximvUjTU,2.727,3.9939999999999998,/m/0h9mv
8415,OrwximvUjTU,3.823,3.9530000000000003,/m/07qjznt
8416,OrwximvUjTU,3.888,4.132,/t/dd00099
8417,OrwximvUjTU,4.441,5.294,/m/0dv5r
8418,OrwximvUjTU,4.896,5.122999999999999,/m/07qnq_y
8419,OrwximvUjTU,5.456,6.553,/m/0dv5r
8420,OrwximvUjTU,5.9110000000000005,6.171,/m/07qcpgn
8421,OrwximvUjTU,6.3660000000000005,6.504,/m/07qcpgn
8422,OrwximvUjTU,6.894,7.1129999999999995,/t/dd00109
8423,OrwximvUjTU,7.495,8.868,/m/07rqsjt
8424,OrwximvUjTU,8.218,8.381,/m/07qjznt
8425,OrwximvUjTU,8.714,9.152000000000001,/m/07qnq_y
8426,OrwximvUjTU,9.039,10.0,/m/07rqsjt
9444,0WHpzy7neu0,0.0,5.011,/t/dd00003
9445,0WHpzy7neu0,0.0,10.0,/m/093_4n
9446,0WHpzy7neu0,5.127000000000001,5.582999999999999,/m/0lyf6
9447,0WHpzy7neu0,5.689,10.0,/t/dd00003
9513,V4rjBUTrB9o,0.0,0.945,/m/03m9d0z
9514,V4rjBUTrB9o,0.0,4.882,/m/0bzvm2
9515,V4rjBUTrB9o,0.9840000000000001,1.874,/m/07qnq_y
9516,V4rjBUTrB9o,2.157,2.583,/m/07qnq_y
9517,V4rjBUTrB9o,2.244,4.126,/m/0c1dj
9518,V4rjBUTrB9o,2.7560000000000002,3.15,/m/09l8g
9519,V4rjBUTrB9o,5.212999999999999,6.622000000000001,/m/09l8g
9520,V4rjBUTrB9o,5.228,10.0,/m/0bzvm2
9521,V4rjBUTrB9o,6.906000000000001,7.172999999999999,/m/09l8g
9522,V4rjBUTrB9o,7.197,8.087,/m/07p6fty
9523,V4rjBUTrB9o,7.78,8.331,/m/06h7j
9524,V4rjBUTrB9o,8.323,10.0,/m/04rlf
10664,Q_Kf3EbVCE8,6.747999999999999,10.0,/m/05zppz
10665,Q_Kf3EbVCE8,5.472,10.0,/m/093_4n
10666,Q_Kf3EbVCE8,2.472,4.598,/m/0c1dj
11524,c8Px0sQlKJc,0.0,1.581,/m/07qn5dc
11525,c8Px0sQlKJc,0.0,10.0,/m/03m9d0z
11526,c8Px0sQlKJc,0.485,1.126,/t/dd00092
11527,c8Px0sQlKJc,1.589,1.784,/t/dd00099
11528,c8Px0sQlKJc,2.377,2.6210000000000004,/t/dd00099
11529,c8Px0sQlKJc,2.767,3.5069999999999997,/m/05zppz
11530,c8Px0sQlKJc,3.06,3.19,/t/dd00099
11531,c8Px0sQlKJc,3.4819999999999998,4.23,/m/0jbk
11532,c8Px0sQlKJc,3.9619999999999997,4.189,/t/dd00099
11533,c8Px0sQlKJc,4.295,4.8389999999999995,/m/07r_25d
11534,c8Px0sQlKJc,4.319,5.188,/m/09b5t
11535,c8Px0sQlKJc,5.351,6.301,/m/09b5t
11536,c8Px0sQlKJc,6.537000000000001,8.389,/m/09b5t
11537,c8Px0sQlKJc,6.886,7.235,/m/05zppz
11538,c8Px0sQlKJc,7.202999999999999,7.893,/m/0jbk
11539,c8Px0sQlKJc,7.69,7.796,/m/07qjznt
11540,c8Px0sQlKJc,8.6,9.022,/m/09b5t
11541,c8Px0sQlKJc,8.706,9.51,/m/07r_25d
11542,c8Px0sQlKJc,9.323,10.0,/m/09b5t
11614,WH_wR-8OVds,5.35,6.332999999999999,/m/01d3sd
11615,WH_wR-8OVds,0.0,10.0,/m/093_4n
11616,WH_wR-8OVds,6.391,9.549,/m/0lyf6
11617,WH_wR-8OVds,5.043,5.275,/t/dd00099
11705,Nl-6JeBbYRo,0.0,10.0,/m/04rlf
11706,Nl-6JeBbYRo,0.456,0.805,/t/dd00099
11707,Nl-6JeBbYRo,1.44,1.601,/t/dd00099
11708,Nl-6JeBbYRo,1.735,1.869,/t/dd00099
11709,Nl-6JeBbYRo,2.326,2.639,/t/dd00099
11710,Nl-6JeBbYRo,2.862,3.1310000000000002,/t/dd00099
11711,Nl-6JeBbYRo,3.819,4.249,/t/dd00099
11712,Nl-6JeBbYRo,5.367000000000001,5.894,/t/dd00099
11713,Nl-6JeBbYRo,6.476,6.682,/t/dd00099
11714,Nl-6JeBbYRo,7.12,7.2989999999999995,/t/dd00099
11715,Nl-6JeBbYRo,7.612,7.755,/t/dd00099
11716,Nl-6JeBbYRo,8.471,8.605,/t/dd00099
11717,Nl-6JeBbYRo,8.783999999999999,9.115,/t/dd00099
11718,Nl-6JeBbYRo,9.338,9.526,/t/dd00099
12781,wMsb7moPV2M,9.756,9.984,/m/05zppz
12782,wMsb7moPV2M,0.0,10.0,/m/07phhsh
12783,wMsb7moPV2M,4.83,10.0,/m/09x0r
12784,wMsb7moPV2M,9.472000000000001,9.693,/m/0lyf6
12785,wMsb7moPV2M,9.457,9.504,/t/dd00099
14008,oekK5PiNgSg,0.0,1.63,/m/0ytgt
14009,oekK5PiNgSg,0.095,0.395,/m/018w8
14010,oekK5PiNgSg,0.361,0.622,/t/dd00003
14011,oekK5PiNgSg,0.59,0.867,/m/018w8
14012,oekK5PiNgSg,1.224,1.46,/m/018w8
14013,oekK5PiNgSg,1.2819999999999998,2.889,/t/dd00003
14014,oekK5PiNgSg,1.776,2.1180000000000003,/m/018w8
14015,oekK5PiNgSg,2.345,2.767,/m/018w8
14016,oekK5PiNgSg,2.9789999999999996,3.3360000000000003,/m/018w8
14017,oekK5PiNgSg,3.0439999999999996,4.473,/m/0l14jd
14018,oekK5PiNgSg,3.515,4.506,/m/018w8
14019,oekK5PiNgSg,4.603,5.359,/m/05zppz
14020,oekK5PiNgSg,4.67,5.571000000000001,/m/0l14jd
14021,oekK5PiNgSg,4.676,4.871,/m/018w8
14022,oekK5PiNgSg,4.968999999999999,5.553999999999999,/m/0ytgt
14023,oekK5PiNgSg,5.269,5.529,/m/018w8
14024,oekK5PiNgSg,5.707999999999999,7.495,/m/0ytgt
14025,oekK5PiNgSg,6.196000000000001,10.0,/m/093_4n
14026,oekK5PiNgSg,6.309,6.439,/t/dd00099
14027,oekK5PiNgSg,7.479,7.95,/m/0lyf6
14028,oekK5PiNgSg,7.999,10.0,/m/0ytgt
15273,rGxto94eG3k,0.0,0.526,/m/05zppz
15274,rGxto94eG3k,0.168,0.958,/m/04k94
15275,rGxto94eG3k,1.126,1.253,/m/04k94
15276,rGxto94eG3k,1.453,3.168,/m/04k94
15277,rGxto94eG3k,3.2,5.695,/m/05zppz
15278,rGxto94eG3k,3.537,4.305,/m/04k94
15279,rGxto94eG3k,5.367999999999999,5.526,/t/dd00099
15280,rGxto94eG3k,5.662999999999999,5.747000000000001,/t/dd00099
15281,rGxto94eG3k,6.388999999999999,6.484,/t/dd00099
15282,rGxto94eG3k,6.684,6.832000000000001,/t/dd00099
15283,rGxto94eG3k,7.011,8.179,/m/05zppz
15284,rGxto94eG3k,7.432,8.368,/t/dd00109
15285,rGxto94eG3k,8.758,9.126,/m/05zppz
15286,rGxto94eG3k,8.8,9.589,/t/dd00109
15287,rGxto94eG3k,9.2,9.4,/t/dd00099
15541,RCEBJCXKcWA,0.0,10.0,/m/03m9d0z
15542,RCEBJCXKcWA,0.051,0.507,/t/dd00099
15543,RCEBJCXKcWA,0.053,10.0,/m/093_4n
15544,RCEBJCXKcWA,0.063,0.883,/m/05zppz
15545,RCEBJCXKcWA,0.778,0.904,/t/dd00099
15546,RCEBJCXKcWA,1.3559999999999999,1.577,/t/dd00099
15547,RCEBJCXKcWA,2.134,2.545,/t/dd00099
15548,RCEBJCXKcWA,3.27,3.6489999999999996,/t/dd00099
15549,RCEBJCXKcWA,4.08,4.248,/t/dd00099
15550,RCEBJCXKcWA,5.619,5.664,/t/dd00099
15551,RCEBJCXKcWA,7.098,7.518,/m/032s66
15552,RCEBJCXKcWA,7.8020000000000005,7.971,/t/dd00099
15553,RCEBJCXKcWA,9.042,9.846,/t/dd00092
16182,7XhHUGlqD5I,0.0,10.0,/m/04fgwm
16183,7XhHUGlqD5I,0.499,0.909,/m/0ytgt
16184,7XhHUGlqD5I,1.178,1.703,/m/09l8g
16185,7XhHUGlqD5I,2.971,3.1239999999999997,/t/dd00099
16186,7XhHUGlqD5I,3.483,4.238,/m/09l8g
16187,7XhHUGlqD5I,6.94,7.157,/t/dd00099
16188,7XhHUGlqD5I,7.297999999999999,7.516,/t/dd00099
16365,DjkResItPAc,6.9110000000000005,7.211,/m/020bb7
16366,DjkResItPAc,0.0,10.0,/m/04rlf
16367,DjkResItPAc,8.517000000000001,9.753,/m/05zppz
16368,DjkResItPAc,8.017999999999999,8.922,/m/07q5rw0
16369,DjkResItPAc,1.4780000000000002,10.0,/m/07qfr4h
16370,DjkResItPAc,0.0,10.0,/m/093_4n
16371,DjkResItPAc,6.875,7.042999999999999,/t/dd00099
16769,pHC25Ia8Dxo,2.039,10.0,/t/dd00004
16770,pHC25Ia8Dxo,2.084,10.0,/m/03qtwd
16771,pHC25Ia8Dxo,2.084,10.0,/m/04rlf
16772,pHC25Ia8Dxo,2.099,10.0,/m/07p6fty
17431,JIAt20yy4FE,0.0,4.013999999999999,/m/0ghcn6
17432,JIAt20yy4FE,0.0,10.0,/m/0bzvm2
17433,JIAt20yy4FE,4.427,5.263999999999999,/m/05zppz
17434,JIAt20yy4FE,4.7589999999999995,4.9430000000000005,/t/dd00099
17435,JIAt20yy4FE,5.492999999999999,6.0889999999999995,/m/05zppz
17436,JIAt20yy4FE,6.3420000000000005,9.484,/m/05zppz
17437,JIAt20yy4FE,7.569,7.959,/m/07rdhzs
17438,JIAt20yy4FE,8.096,8.521,/m/07rdhzs
17439,JIAt20yy4FE,9.083,9.53,/m/07rdhzs
17440,JIAt20yy4FE,9.633,10.0,/m/07rdhzs
17441,JIAt20yy4FE,9.702,10.0,/m/05zppz
17707,12qbcBfSVKA,0.0,0.56,/m/0ytgt
17708,12qbcBfSVKA,0.0,6.897,/m/04rlf
17709,12qbcBfSVKA,0.711,1.268,/m/0ytgt
17710,12qbcBfSVKA,1.6119999999999999,2.588,/m/0ytgt
17711,12qbcBfSVKA,2.725,3.7969999999999997,/m/0ytgt
17712,12qbcBfSVKA,4.155,6.746,/m/0ytgt
17713,12qbcBfSVKA,6.876,10.0,/m/093_4n
17714,12qbcBfSVKA,6.931,7.034,/t/dd00099
17715,12qbcBfSVKA,6.938,7.447,/m/01jg02
17716,12qbcBfSVKA,7.426,7.529,/t/dd00099
17717,12qbcBfSVKA,7.928,8.405,/m/01jg02
17718,12qbcBfSVKA,8.972999999999999,9.454,/m/01jg02
17719,12qbcBfSVKA,9.632,9.969,/t/dd00099
18384,xz38nXsfBo8,5.232,5.621,/m/05zppz
18385,xz38nXsfBo8,7.151,8.967,/m/07qn5dc
18386,xz38nXsfBo8,0.0,10.0,/m/0838f
18387,xz38nXsfBo8,7.016,7.465,/t/dd00099
19182,JCYrKbHpSlQ,0.0,1.764,/m/05zppz
19183,JCYrKbHpSlQ,0.0,10.0,/m/0bzvm2
19184,JCYrKbHpSlQ,1.64,1.764,/m/07qc9xj
19185,JCYrKbHpSlQ,1.764,2.299,/m/0lyf6
19186,JCYrKbHpSlQ,2.608,3.299,/m/05zppz
19187,JCYrKbHpSlQ,3.542,3.844,/m/07qc9xj
19188,JCYrKbHpSlQ,3.827,4.654,/m/05zppz
19189,JCYrKbHpSlQ,4.386,5.148,/t/dd00112
19190,JCYrKbHpSlQ,5.106,6.774,/t/dd00130
19191,JCYrKbHpSlQ,6.211,6.8020000000000005,/t/dd00109
19192,JCYrKbHpSlQ,8.613999999999999,9.575,/t/dd00099
19193,JCYrKbHpSlQ,9.623,10.0,/t/dd00109
19194,JCYrKbHpSlQ,9.897,10.0,/m/07qcpgn
